id,zipcode,lot-len,lot-width,lot-area,house-area,garden-size,balcony,x-coor,y-coor,buildyear,bathrooms,taxvalue,retailvalue,energy-eff,monument
9324,3520,25.5,11.1,283,143,213,1,2232,5013,1976,1,138300,190000,0,1
9325,3520,27.7,18.4,509,102,424,0,2025,5283,1982,1,147600,198000,0,0
9326,3520,22.3,19.8,441,138,388,1,2408,5484,1977,1,159000,221000,0,0
9327,3520,31,11.8,366,117,279,0,2014,5383,1982,1,135100,190000,0,0
9328,3520,30.1,14.3,431,148,342,0,2450,5311,1974,1,163500,225000,0,0
9329,3520,27.3,18.8,513,82,431,1,2261,5189,1973,1,136200,189000,0,0
9330,3520,45,13.2,594,103,499,1,2413,5312,1974,1,160900,223000,0,0
9331,3520,55.4,10.5,582,151,517,0,2272,5143,1983,1,187900,247000,0,0
9332,3520,30.5,16,488,114,417,0,2254,5018,1978,1,151600,202000,0,0
9333,3520,46.5,20,930,116,871,1,2333,5266,1970,1,219100,287000,0,0
9334,3520,36.8,13.3,490,160,398,1,2361,5425,1985,1,179500,245000,0,1
9335,3520,19.9,11.5,229,95,136,1,2090,5399,1983,1,101400,153000,1,0
9336,3520,30.3,12.6,382,85,320,1,2446,5455,1983,1,118300,178000,1,0
9337,3520,33,15.1,498,123,424,1,2476,5378,1980,1,158500,220000,0,1
9338,3520,53.9,13.7,739,141,685,0,2037,5421,1970,2,205500,267000,0,0
9339,3520,27.4,11.1,304,150,226,0,2069,5349,1979,2,145600,202000,0,1
9340,3520,66.7,12.3,820,116,720,0,2332,5077,1974,1,202600,263000,0,0
9341,3525,21.2,12.1,257,140,186,0,2979,5521,1986,2,127600,160000,0,0
9342,3525,19.2,18.1,347,109,258,0,2490,5765,1992,1,122500,165000,0,0
9343,3525,59.8,12,718,181,626,1,2433,5903,1993,1,221300,270000,0,1
9344,3525,45.6,17.4,794,144,709,1,2410,5655,1993,1,210500,270000,0,0
9345,3525,19.8,14,277,175,190,0,2538,5789,2004,1,151600,195000,0,0
9346,3525,28,14.6,409,164,342,1,2472,5578,1995,1,164800,219000,0,1
9347,3525,65.6,12.1,794,108,701,0,2418,5562,1981,1,188900,249000,0,0
9348,3525,16.4,12.9,211,114,150,1,2520,5794,1988,1,105100,142000,0,0
9349,3525,43.9,10.9,479,103,382,0,2956,5944,1996,1,138700,151000,0,0
9350,3525,36.3,15.3,556,196,483,1,2867,5611,1980,1,206000,246000,0,0
9351,3525,52.8,14.2,750,152,660,0,2892,5529,1987,2,208700,252000,0,0
9352,3525,36.5,17.6,643,155,562,1,2540,5991,1988,2,194500,231000,0,1
9353,3525,15.9,15.5,246,194,183,1,2513,5852,2003,2,158300,200000,0,0
9354,3525,25.1,10.7,269,188,194,0,2412,5619,1999,2,158200,216000,0,0
9355,3525,40.6,14.8,601,120,505,0,2882,5792,1988,1,167200,193000,0,0
9356,3525,18.7,19.9,373,170,307,1,2484,5831,1990,2,163000,209000,0,0
9357,3525,32.8,14.1,463,148,401,1,2600,5541,1988,2,163300,213000,0,0
9358,3525,34,16.5,561,103,483,1,2632,5998,2000,1,151000,177000,1,0
9359,3525,72.2,10,722,194,659,1,2663,5581,2003,1,229700,284000,0,0
9360,3525,48,16.9,811,168,721,1,2755,5574,2005,2,227500,278000,1,0
9361,3528,9.4,12.1,114,88,37,1,2627,5571,1997,1,69900,114000,1,0
9362,3528,6.1,19.9,122,109,29,1,2547,5619,1998,1,83700,131000,0,0
9363,3528,11.2,12.2,137,97,69,1,2687,5770,2000,1,78800,118000,1,0
9364,3528,9.2,16,147,107,63,1,2662,5906,2003,1,86300,124000,1,0
9365,3528,9.6,11.4,110,100,31,1,2456,5634,2004,1,76500,124000,1,0
9366,3528,10.2,13.1,133,89,81,1,2383,5818,2005,1,73400,118000,1,0
9367,3528,8.1,14.9,121,117,40,1,2360,5851,2004,1,88400,133000,1,0
9368,3528,8.9,14.3,127,92,70,1,2404,5708,2000,1,74300,122000,1,0
9369,3528,10.1,12.5,126,119,52,1,2384,5728,2004,1,90300,139000,1,0
9370,3528,11.5,12.3,141,111,74,1,2716,5651,1998,1,87800,131000,0,0
9371,3528,12,10.7,128,109,61,1,2365,5769,2000,1,84600,131000,1,0
9372,3528,10.5,13,137,99,68,1,2765,5525,1999,1,80000,124000,1,0
9373,3528,9.4,14.4,135,87,43,1,2779,5939,2000,1,72500,104000,1,0
9374,3528,8.4,17.2,145,101,55,1,2714,5704,1996,1,82400,123000,0,0
9375,3528,7.3,15.8,116,98,47,1,2402,5709,1996,1,76200,124000,0,0
9376,3528,8.2,17.3,142,84,43,1,2689,5669,1996,1,71700,113000,1,0
9377,3528,12.8,11.1,142,105,75,1,2353,5642,2001,1,84300,134000,1,0
9378,3528,10.1,11.1,112,85,30,1,2530,5798,1998,1,67800,109000,1,0
9379,3528,8.3,16.6,137,103,63,1,2535,5745,1996,1,82400,127000,0,0
9380,3528,9.9,12.4,123,91,30,1,2588,5983,1996,1,73100,109000,1,0
9381,3800,57.2,17,972,208,920,1,2651,5273,2004,2,300600,370000,0,1
9382,3800,64.6,10.9,704,180,620,2,2935,5435,1996,2,243600,297000,0,0
9383,3800,94.9,10.8,1025,159,937,1,2609,5237,2000,1,279200,346000,0,1
9384,3800,50.2,12.9,647,150,567,0,2849,5364,2007,1,217100,270000,1,0
9385,3800,52.9,13.8,730,171,640,1,2852,5357,1993,2,242100,298000,0,0
9386,3800,43.8,13.9,609,138,558,0,2892,5060,2000,1,204200,241000,0,0
9387,3800,55.1,10.3,568,233,509,1,2875,5211,2000,2,255000,306000,0,0
9388,3800,82.8,11.7,969,134,881,2,2846,5304,1994,2,255800,312000,0,0
9389,3800,84,12.1,1016,154,934,1,2791,5336,1992,2,274800,337000,0,0
9390,3800,42.8,11.9,509,228,449,1,2704,5300,1998,2,243200,303000,0,1
9391,3800,84.2,12.3,1036,158,975,0,2976,5266,1998,2,280200,333000,0,0
9392,3800,48.3,17.6,850,175,788,1,2827,5041,1990,2,262500,310000,0,1
9393,3800,61.1,16,978,198,896,2,2877,5003,1994,2,295500,344000,0,1
9394,3800,67.3,12.6,848,140,780,1,2805,5412,1994,2,241200,300000,0,0
9395,3800,88.9,13.2,1173,172,1080,0,2843,5315,1990,1,309200,374000,0,0
9396,3800,31.9,19.6,626,139,530,0,2957,5219,2006,2,207300,249000,1,0
9397,3800,31.9,17.1,545,178,481,0,2686,5097,2001,1,218600,268000,0,0
9398,3800,39.1,18.4,720,228,628,1,2992,5442,1991,2,274800,330000,0,0
9399,3800,74.2,15.9,1180,240,1100,1,2796,5330,1999,2,351000,424000,0,0
9400,3800,34.6,18.2,629,140,555,1,2951,5046,2006,1,208400,243000,1,0
9401,3520,15.6,14.4,224,120,159,0,2159,5347,1985,1,115600,170000,0,0
9402,3520,91.7,10.6,972,133,907,0,2150,5301,1971,1,235600,302000,0,1
9403,3520,34.6,16.7,577,143,520,1,2462,5450,1984,1,182400,247000,0,0
9404,3520,10.6,10.9,115,137,33,0,2110,5025,1985,1,109500,152000,0,0
9405,3520,19.8,12.8,254,105,163,1,2254,5344,1977,1,111100,167000,0,1
9406,3520,46.4,19.4,900,94,841,1,2294,5447,1971,1,201400,268000,0,0
9407,3520,28.2,12.8,361,121,285,1,2152,5482,1985,1,136800,194000,0,0
9408,3520,57.2,10.5,601,121,505,1,2117,5388,1972,2,172800,232000,0,0
9409,3520,36.4,10,364,130,286,0,2280,5071,1983,1,142600,197000,0,0
9410,3520,50.9,10.1,514,94,453,1,2162,5106,1982,1,143500,192000,1,0
9411,3520,6,18.4,110,125,26,1,2254,5138,1984,2,101500,150000,0,0
9412,3520,28.5,10.2,291,89,229,1,2204,5131,1985,1,107100,157000,1,0
9413,3520,41.3,18.9,780,115,713,1,2367,5323,1977,1,196000,263000,0,0
9414,3520,33,15.7,518,158,435,1,2054,5296,1973,2,182500,239000,0,1
9415,3520,10.4,19.7,204,155,154,0,2201,5244,1976,1,133600,189000,0,0
9416,3520,61.1,12.5,764,130,675,1,2366,5081,1975,1,202600,264000,0,0
9417,3520,21.7,16.2,352,140,278,1,2019,5021,1970,2,146800,194000,0,0
9418,3520,53.8,15.7,845,154,769,1,2003,5231,1972,1,229200,289000,0,1
9419,3520,14.5,11.3,164,154,106,1,2027,5341,1985,2,127000,179000,0,1
9420,3520,36.8,19.3,711,148,634,1,2405,5351,1974,2,205500,275000,0,0
9421,3525,33.8,15.7,530,111,434,0,2912,5539,1984,1,151100,185000,0,0
9422,3525,36.5,10.9,398,105,302,1,2488,5602,2002,1,127700,179000,1,1
9423,3525,19.2,12.5,240,180,186,1,2870,5821,1992,2,149000,175000,0,0
9424,3525,26.8,11.1,297,90,240,0,2664,5893,1987,1,103600,130000,1,0
9425,3525,77.3,10.2,788,119,723,1,2434,5628,1984,1,194600,252000,0,0
9426,3525,26,19.8,515,129,423,1,2857,5550,1991,2,159700,197000,0,1
9427,3525,16.3,13,212,181,153,0,2881,5976,2000,2,145400,163000,0,0
9428,3525,54,11.7,632,119,540,1,2687,5889,2000,1,171200,202000,1,0
9429,3525,50.6,13.3,673,147,599,1,2922,5635,1984,1,194200,229000,0,1
9430,3525,63.7,11.6,739,148,686,0,2973,5739,1984,1,204700,234000,0,0
9431,3525,30.3,20,606,112,512,1,2921,5688,2000,1,163100,191000,1,0
9432,3525,36.5,18.6,678,167,593,0,2603,5848,1980,1,206900,249000,0,0
9433,3525,13,14.3,186,166,118,1,2938,5847,2000,1,132500,152000,0,0
9434,3525,32.5,15.1,490,98,421,0,2894,5874,2002,1,137300,155000,1,0
9435,3525,73.4,10,734,193,637,1,2523,5604,1986,1,230900,291000,0,0
9436,3525,72.5,12.2,884,166,794,0,2621,5826,1998,2,237200,283000,0,0
9437,3525,31.3,17.1,535,194,482,1,2831,5941,1983,1,201700,228000,0,0
9438,3525,22.9,11.6,266,102,201,0,2645,5921,1995,1,106100,132000,0,0
9439,3525,55,16,880,184,785,0,2747,5994,1984,2,247400,282000,0,0
9440,3525,24,17.2,412,119,348,0,2952,5853,1980,1,138200,154000,0,0
9441,3528,13.1,10.4,136,92,86,1,2346,5644,1999,1,75600,123000,1,0
9442,3528,8.6,13.5,116,93,54,1,2416,5750,1999,1,73200,119000,1,0
9443,3528,10,12,120,85,65,1,2352,5817,2003,1,69000,112000,1,0
9444,3528,8.1,13.9,112,107,19,1,2700,5697,1995,1,81000,122000,0,0
9445,3528,7.6,16.8,127,87,36,1,2469,5778,2002,1,71300,115000,1,0
9446,3528,8.4,15.4,129,110,33,1,2741,5997,2000,1,85400,119000,1,0
9447,3528,9.2,14.8,136,101,62,1,2373,5745,2005,1,81000,128000,1,0
9448,3528,9.8,14.9,146,97,51,1,2451,5748,1996,1,80100,126000,0,0
9449,3528,12,10.7,128,102,38,1,2757,5655,2004,1,80400,121000,1,0
9450,3528,5.7,20,113,116,63,1,2597,5826,2001,1,86600,128000,1,0
9451,3528,8.3,16,132,91,41,1,2601,5771,2002,1,74400,115000,1,0
9452,3528,8.5,17.6,150,103,62,1,2403,5887,2003,1,84300,129000,1,0
9453,3528,6.8,17.5,119,96,57,1,2322,5553,1999,1,75500,125000,1,0
9454,3528,8.9,14.9,132,108,69,1,2677,5570,2004,1,84600,130000,1,0
9455,3528,8.8,16.9,148,103,70,1,2765,5757,2004,1,84000,123000,1,0
9456,3528,10.1,13.7,139,86,67,1,2438,5909,1998,1,72500,114000,1,0
9457,3528,11.9,12.4,147,113,63,1,2338,5684,2002,1,89900,139000,1,0
9458,3528,7.7,17.6,136,103,54,1,2445,5983,2005,1,82200,123000,1,0
9459,3528,9,13.2,119,93,60,1,2422,5646,1996,1,73700,122000,1,0
9460,3528,12.9,11.4,147,111,93,1,2386,5876,1997,1,88700,134000,0,0
9461,3800,57.3,19.6,1123,200,1046,1,2786,5372,1992,1,318500,389000,0,1
9462,3800,35.2,17.4,613,137,518,1,2772,5082,1996,1,204200,247000,0,1
9463,3800,52.9,12.8,677,180,621,1,2973,5154,1996,1,239600,282000,0,0
9464,3800,43.5,15.8,688,134,607,0,2776,5247,1998,1,213600,264000,0,0
9465,3800,73.2,10.3,754,132,670,1,2971,5160,2008,2,222300,263000,1,0
9466,3800,113.8,10.4,1184,194,1087,1,2602,5325,2000,2,324000,401000,0,0
9467,3800,89.5,12.9,1154,161,1074,1,2649,5272,2008,1,299700,369000,1,1
9468,3800,38,14.5,551,165,468,2,2840,5062,1993,2,211700,252000,0,0
9469,3800,61,15.7,958,158,891,1,2721,5150,2010,2,268500,325000,1,1
9470,3800,49.2,15.4,757,197,664,0,2647,5137,1999,2,261800,320000,0,0
9471,3800,31.7,19.2,608,181,547,2,2766,5445,2003,2,229800,288000,0,1
9472,3800,75.6,11.1,839,250,763,2,2957,5042,2003,2,305900,354000,0,1
9473,3800,33,17.7,584,235,492,1,2626,5329,1998,1,258600,325000,0,0
9474,3800,66.2,14.9,986,136,888,2,2693,5193,2008,1,259500,318000,1,1
9475,3800,42.9,14.1,605,140,540,0,2675,5038,2009,1,204800,250000,1,0
9476,3800,42.6,15.5,661,205,576,1,2760,5466,2002,1,252200,313000,0,0
9477,3800,54.9,10.4,571,209,491,1,2811,5154,1997,1,241100,291000,0,0
9478,3800,74.3,11.6,862,234,812,1,2991,5040,1993,2,299700,346000,0,1
9479,3800,84.7,12,1016,182,924,2,2831,5433,1992,1,291600,356000,0,1
9480,3800,42.1,12.1,509,171,459,1,2694,5008,2008,1,209000,253000,0,1
9481,3520,26.3,16.9,444,128,348,0,2356,5107,1977,2,153400,208000,0,0
9482,3520,36.3,16.7,607,118,554,0,2215,5131,1980,1,171900,227000,0,0
9483,3520,31.7,15.6,495,111,431,0,2046,5415,1978,1,150900,205000,0,0
9484,3520,33.7,14.8,499,102,447,1,2251,5447,1979,1,146100,204000,0,0
9485,3520,38.1,14.4,549,146,491,1,2111,5492,1976,2,180000,238000,0,0
9486,3520,18.8,19.3,363,160,300,1,2208,5357,1975,2,160500,223000,0,0
9487,3520,18.1,15.5,280,93,225,0,2364,5477,1985,1,107800,166000,1,0
9488,3520,47.1,15.4,725,97,639,1,2427,5023,1980,1,177000,234000,0,0
9489,3520,60.5,15.6,944,88,880,1,2351,5400,1974,1,204400,274000,0,0
9490,3520,65.9,13.5,889,89,824,0,2279,5083,1976,1,196800,255000,0,0
9491,3520,14.5,18,261,92,164,0,2278,5290,1983,1,104400,159000,1,0
9492,3520,10.5,16,168,149,105,0,2299,5308,1976,1,124600,182000,0,0
9493,3520,23.3,15.3,357,143,305,0,2316,5261,1977,1,149400,211000,0,0
9494,3520,26.9,14.8,398,145,306,0,2270,5124,1972,1,156700,214000,0,0
9495,3520,10.2,14.2,145,146,95,1,2348,5358,1975,1,119400,178000,0,0
9496,3520,77.5,11.8,914,87,857,1,2364,5436,1977,1,199300,267000,0,0
9497,3520,21.3,10.9,232,114,138,1,2298,5231,1984,1,113200,168000,0,0
9498,3520,51,17.3,883,148,805,0,2072,5336,1981,1,231300,296000,0,0
9499,3520,48.5,18.1,877,111,813,0,2306,5483,1972,1,208200,275000,0,0
9500,3520,18.9,12.3,233,104,134,0,2030,5326,1983,1,107400,157000,0,0
9501,3525,47.8,15.8,755,190,691,0,2982,5511,1998,2,232300,276000,0,0
9502,3525,39.7,15.7,623,92,565,1,2556,5989,1987,1,153700,184000,1,0
9503,3525,27.7,10.2,283,180,221,0,2505,5791,1985,1,155500,201000,0,1
9504,3525,38.2,18.2,696,102,600,1,2490,5606,2005,1,170600,223000,1,1
9505,3525,30.3,16.6,503,135,449,1,2558,5913,1998,2,161500,196000,0,0
9506,3525,40.4,16,647,99,567,1,2414,5571,1992,1,161500,218000,0,0
9507,3525,17.1,16.6,284,179,203,1,2702,5720,1983,2,155000,195000,0,0
9508,3525,53.7,10.1,542,91,472,0,2713,5888,1989,1,140900,167000,1,0
9509,3525,55,13,715,95,630,0,2796,5783,2001,1,169300,200000,1,0
9510,3525,43.7,17.3,756,192,673,1,2783,5740,2002,1,233600,276000,0,0
9511,3525,46,16.8,772,141,672,0,2943,5690,1999,1,205400,239000,0,0
9512,3525,9.6,18.1,174,113,106,0,2616,5616,1982,1,98900,138000,0,0
9513,3525,26.9,10.7,288,164,224,1,2480,5896,1990,2,146600,187000,0,1
9514,3525,50,17.5,875,128,788,0,2805,5869,2000,2,213100,246000,1,0
9515,3525,72.7,11.3,822,198,755,1,2791,5696,1982,1,247100,293000,0,1
9516,3525,47.1,18.2,857,165,763,1,2636,5958,1993,2,232600,271000,0,1
9517,3525,47.3,11.8,558,171,490,1,2483,5661,2002,2,191300,245000,0,0
9518,3525,21.9,12.4,271,163,193,1,2584,5708,2005,2,143500,187000,1,0
9519,3525,14.9,16.3,243,189,166,0,2806,5668,1999,1,154900,192000,0,0
9520,3525,29,12.3,357,123,304,1,2544,5902,1981,1,132400,168000,0,0
9521,3528,10.8,12.5,135,86,64,1,2767,5405,1997,1,71900,117000,1,0
9522,3528,9.3,14.1,131,91,74,1,2642,5963,1995,1,74300,109000,1,0
9523,3528,7.6,15.2,115,120,15,1,2633,5880,1996,2,89300,128000,0,0
9524,3528,9.2,14.4,133,95,60,1,2438,5674,1998,1,77000,125000,1,0
9525,3528,10.7,12.2,130,84,74,1,2563,5579,1998,1,69900,116000,1,0
9526,3528,11.4,12.2,139,112,54,1,2776,5646,1997,1,88100,130000,0,0
9527,3528,6.5,19.2,124,99,50,1,2468,5815,1996,1,78000,121000,0,0
9528,3528,9.4,16,150,120,93,1,2695,5719,1998,2,94500,137000,0,0
9529,3528,6.8,16.5,112,112,49,1,2372,5613,1999,1,84000,134000,1,0
9530,3528,9.8,11.5,113,96,30,1,2516,5538,1999,1,74600,123000,1,0
9531,3528,8.3,18,150,84,62,1,2606,5727,1997,1,72900,115000,1,0
9532,3528,10,11.9,119,100,37,1,2608,5588,2003,1,77900,123000,1,0
9533,3528,9.3,15.5,144,99,93,1,2454,5873,1996,1,81000,124000,0,0
9534,3528,10.8,11.7,126,95,72,1,2690,5783,1998,1,75900,114000,1,0
9535,3528,8.5,16.4,139,111,69,1,2517,5624,2005,1,87500,136000,1,0
9536,3528,9.3,15.9,148,113,64,1,2519,5717,2005,1,90000,136000,1,0
9537,3528,7.3,20,145,83,49,1,2469,5549,2002,1,71600,121000,1,0
9538,3528,9.9,12.8,127,85,60,1,2524,5903,2004,1,70100,109000,1,0
9539,3528,7.4,19,140,99,59,1,2655,5846,2001,1,80400,119000,1,0
9540,3528,8.6,15.2,131,82,73,1,2558,5661,2005,1,68900,113000,1,0
9541,3800,64.8,12.7,823,149,744,1,2633,5297,1991,1,242900,306000,0,0
9542,3800,29.7,18.9,561,125,475,1,2674,5344,2001,1,189200,244000,1,0
9543,3800,44.9,16.6,745,219,672,0,2603,5197,1994,1,273200,337000,0,0
9544,3800,61.7,10.7,660,124,600,0,2620,5225,2001,2,203400,258000,1,0
9545,3800,33.2,19.5,647,162,576,1,2621,5017,1999,2,224300,274000,0,1
9546,3800,43.6,12.9,563,200,488,1,2725,5351,2007,2,234500,294000,0,0
9547,3800,62.1,14.1,875,192,797,0,2730,5474,1992,2,276500,341000,0,0
9548,3800,47.2,15.2,717,234,621,0,2993,5275,1994,2,278000,330000,0,0
9549,3800,52.4,11.5,603,163,540,0,2885,5481,2003,1,218300,268000,0,0
9550,3800,41.9,19.3,808,141,737,2,2846,5375,1995,2,235800,292000,0,0
9551,3800,40.9,16.2,662,239,606,1,2694,5101,2006,2,272700,329000,0,0
9552,3800,71.4,14.5,1036,227,969,0,2668,5103,1994,2,321600,386000,0,0
9553,3800,53.2,10.9,580,154,501,1,2666,5323,1995,1,209400,267000,0,1
9554,3800,49.6,18.9,937,214,860,1,2635,5234,2002,2,299000,367000,0,1
9555,3800,53.5,14.4,770,194,692,1,2623,5398,2003,1,261900,332000,0,0
9556,3800,73,11.9,869,164,774,1,2613,5210,1990,1,258800,321000,0,1
9557,3800,71.7,10.3,739,217,658,1,2768,5182,2003,1,271100,328000,0,0
9558,3800,64.3,13.7,881,235,803,2,2807,5485,2007,2,303200,368000,0,0
9559,3800,61.9,14.9,922,244,834,1,2992,5200,2006,2,314700,369000,0,0
9560,3800,29.5,18.3,540,218,471,1,2651,5387,1995,1,241800,307000,0,1
9561,3520,39,15.3,596,107,517,1,2263,5342,1982,1,163600,224000,0,1
9562,3520,45.2,17.6,796,158,723,1,2259,5361,1984,1,224200,293000,0,0
9563,3520,58.7,13.1,769,136,671,1,2469,5323,1983,2,207000,274000,0,0
9564,3520,41.5,19.6,814,126,764,1,2012,5491,1980,2,207700,267000,0,1
9565,3520,77.8,11.8,918,121,850,1,2369,5414,1975,1,220300,292000,0,1
9566,3520,64,13.8,883,145,814,0,2103,5034,1978,1,229500,287000,0,0
9567,3520,54.5,11.5,627,145,575,0,2224,5123,1972,1,191100,248000,0,0
9568,3520,36.2,19,687,111,611,0,2037,5075,1980,1,179700,230000,0,0
9569,3520,81.4,11.5,936,135,841,0,2114,5275,1983,2,231400,296000,0,0
9570,3520,15.2,18.3,278,91,220,0,2180,5246,1975,1,106300,158000,0,0
9571,3520,67.2,14.5,974,142,895,0,2242,5399,1971,1,241300,313000,0,0
9572,3520,53.5,16.9,904,109,829,0,2079,5304,1976,1,211000,272000,0,0
9573,3520,9.6,14.2,136,145,71,1,2445,5290,1983,2,117400,174000,0,0
9574,3520,19.5,19.5,380,120,326,0,2282,5294,1981,2,139000,199000,0,0
9575,3520,41.5,20,829,144,758,1,2398,5389,1971,2,220800,293000,0,1
9576,3520,58.7,15.9,933,81,881,1,2265,5103,1982,1,198600,258000,1,0
9577,3520,18.3,10.5,192,125,135,0,2481,5199,1985,1,113800,168000,0,0
9578,3520,46.3,19.5,902,98,851,0,2194,5023,1971,1,204100,260000,0,0
9579,3520,62.2,14.6,908,157,810,1,2473,5123,1978,1,240400,307000,0,0
9580,3520,60.1,11.6,697,92,600,0,2436,5300,1971,1,169800,232000,0,0
9581,3525,62,14.2,880,96,798,1,2830,5516,1980,1,194600,239000,0,0
9582,3525,41,18.6,762,106,669,1,2941,5801,2002,1,182900,208000,1,0
9583,3525,14.7,13.3,195,164,119,0,2545,5799,1987,2,132700,172000,0,0
9584,3525,42,11.4,479,175,383,0,2748,5666,1994,2,181900,222000,0,0
9585,3525,21.1,17.3,365,152,283,1,2496,5929,2001,1,151000,190000,0,1
9586,3525,39.9,13.9,554,113,481,0,2942,5613,1991,1,155900,186000,0,0
9587,3525,13.7,13.4,183,158,96,1,2420,5794,1987,2,127300,171000,0,0
9588,3525,15.6,17.4,272,131,192,0,2468,5826,1994,1,124400,165000,0,0
9589,3525,24.9,15.8,394,135,316,0,2451,5947,1990,2,145100,185000,0,0
9590,3525,43.2,17.4,751,158,657,0,2690,5976,2002,2,212500,245000,0,1
9591,3525,41.1,18,739,132,689,0,2539,5804,1996,1,195100,240000,0,0
9592,3525,17.2,13.8,237,96,175,1,2804,5678,2004,1,98200,127000,1,0
9593,3525,53.9,13.8,744,99,644,1,2792,5959,1998,1,176000,200000,0,0
9594,3525,64,13.6,871,185,800,1,2507,5879,2004,1,246700,297000,0,0
9595,3525,30.4,16.3,496,164,421,1,2489,5629,2001,2,177800,230000,0,1
9596,3525,28.2,13.4,378,136,290,0,2962,5646,2002,2,143300,173000,0,0
9597,3525,28.4,12.2,346,132,267,1,2832,5983,1991,1,136100,156000,0,1
9598,3525,44.5,16.4,730,131,679,0,2495,5797,1986,2,193100,240000,0,0
9599,3525,38,17.2,654,96,568,1,2822,5857,1997,1,160700,186000,1,0
9600,3525,57.4,10.7,614,113,542,0,2726,5743,1991,1,164900,200000,0,0
9601,3528,11.1,11.8,131,108,36,1,2360,5881,2000,1,84500,128000,1,0
9602,3528,12.2,11.7,143,96,75,1,2552,5517,1995,1,79100,128000,1,0
9603,3528,9.2,14,129,94,35,1,2647,5555,2000,1,75800,121000,1,0
9604,3528,9.2,14.6,135,109,85,1,2637,5806,2000,1,85700,126000,1,0
9605,3528,6.8,19.4,132,86,82,1,2642,5847,2005,1,71400,109000,1,0
9606,3528,13.9,10,139,90,47,1,2420,5867,1999,1,74900,118000,1,0
9607,3528,6.6,19.9,132,91,76,1,2362,5884,2004,1,74400,117000,1,0
9608,3528,9.1,12.2,111,94,28,1,2602,5538,1995,1,73100,119000,1,0
9609,3528,7.5,19.5,147,109,47,1,2695,5938,1995,1,87500,124000,0,0
9610,3528,6,19.9,120,102,47,1,2774,5633,2002,1,79200,120000,1,0
9611,3528,9.1,16.2,148,96,81,1,2401,5673,1995,1,79800,129000,1,0
9612,3528,12.3,11.9,146,98,76,1,2656,5577,1998,1,80700,126000,0,0
9613,3528,5.9,19.6,115,103,32,1,2688,5850,2005,1,79100,116000,1,0
9614,3528,9.8,14.4,141,80,91,1,2391,5669,2000,1,69200,117000,1,0
9615,3528,7,18.9,133,120,54,1,2396,5748,2003,2,92000,141000,1,0
9616,3528,10.9,12,131,112,73,1,2486,5665,2002,1,86900,135000,1,0
9617,3528,8.3,17.2,142,101,78,1,2609,5571,1999,1,81900,129000,1,0
9618,3528,5.8,18.9,110,97,31,1,2585,5799,1998,1,74700,115000,0,0
9619,3528,6.7,18.2,122,112,57,1,2305,5758,1995,1,85500,131000,0,0
9620,3528,8.6,14.9,128,105,28,1,2745,5843,2002,1,82200,119000,1,0
9621,3800,57.9,17.8,1030,221,938,1,2871,5180,1991,1,317100,376000,0,0
9622,3800,97.6,12,1171,169,1107,0,2894,5314,2003,2,307100,369000,0,1
9623,3800,60.3,12.6,760,234,673,2,2759,5123,2007,1,284400,341000,0,0
9624,3800,49.1,15.9,781,169,728,1,2619,5117,1999,1,248600,305000,0,1
9625,3800,76,15.4,1170,207,1084,1,2615,5004,1997,1,329700,394000,0,1
9626,3800,81.7,13.5,1103,245,1047,1,2618,5054,2008,2,342500,410000,0,1
9627,3800,56.3,18.5,1041,239,969,1,2638,5074,1996,2,329600,396000,0,0
9628,3800,31.6,19.3,609,208,550,2,2620,5090,2003,1,246200,302000,0,1
9629,3800,36.2,15.4,557,235,479,1,2731,5063,2009,2,254600,306000,0,1
9630,3800,81,13.6,1101,125,1002,0,2755,5005,2008,2,270200,320000,1,0
9631,3800,52.9,13.9,736,198,646,1,2728,5329,1995,1,259200,322000,0,0
9632,3800,26.8,19.9,534,160,467,1,2622,5024,2003,2,206100,253000,0,0
9633,3800,39.3,18,708,181,625,0,2658,5263,1992,2,244800,305000,0,0
9634,3800,40.3,14.9,600,153,546,2,2852,5033,2009,1,211800,251000,1,1
9635,3800,68.6,13.3,912,188,828,2,2962,5146,1998,2,279600,328000,0,1
9636,3800,32.4,19.8,641,126,547,1,2876,5029,1996,2,201800,238000,0,1
9637,3800,44,15.6,686,175,636,2,2888,5401,2007,1,237900,294000,0,0
9638,3800,86.6,12.7,1100,158,1030,2,2977,5047,2006,1,289800,335000,1,1
9639,3800,103.7,10.5,1089,157,1028,1,2800,5315,2001,1,287600,351000,0,1
9640,3800,43.7,12.8,559,164,472,0,2621,5124,1995,1,212300,264000,0,0
9641,3520,69.4,11.7,812,133,740,0,2441,5494,1984,1,211600,280000,0,1
9642,3520,41.9,18.6,780,97,699,1,2266,5109,1972,1,185200,242000,0,0
9643,3520,66.6,10.8,719,113,627,1,2360,5040,1976,1,185700,244000,0,0
9644,3520,58.7,15,881,112,798,0,2288,5016,1977,1,209400,268000,0,0
9645,3520,68.6,13.2,905,139,839,0,2356,5186,1981,2,229200,297000,0,1
9646,3520,87.7,11.3,991,88,905,0,2216,5479,1973,1,211500,277000,0,0
9647,3520,80.2,11.2,898,127,807,0,2335,5391,1971,1,220900,292000,0,0
9648,3520,54.1,16.5,893,107,802,0,2212,5171,1982,1,208200,269000,0,0
9649,3520,48.8,17,829,124,779,0,2254,5439,1982,1,208800,275000,0,0
